session,TEST01,TEST02,TEST03,TEST04,TEST05,TEST06,TEST07,TEST08,TEST09,TEST10,TEST11,TEST12,TEST13,TEST14,TEST15,TEST16,TEST17,TEST18,TEST19,TEST20,TEST_BENCHMARK
2020-01-02,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.0
2020-01-03,0.04991098359795758,0.049974912126390617,0.04979276164405614,0.049973295145294735,0.04990236420720327,0.049983875925291354,0.0501566154705654,0.049313075761785514,0.05067190529114464,0.05022722692052344,0.048900638116862384,0.050243867895352456,0.050097946029899434,0.04979188791821406,0.05045577916470118,0.05008582919565682,0.050228132305816,0.05026607241879736,0.049645417412577254,0.050377413451910234,0.0
2020-01-06,0.050081928578036436,0.050000237731915476,0.04995688338893752,0.050418433618387215,0.04981426516529882,0.04977818731714448,0.05055331499373003,0.04953625762209319,0.0508730745756771,0.04991143316170841,0.049499874870956806,0.05045272965461272,0.050133613717915415,0.04907466891768122,0.050181977406372986,0.049784173789001164,0.05003202629981309,0.050098470666405576,0.04984452271051287,0.049973925813799495,0.0
2020-01-07,0.05065837971056435,0.050105069310424306,0.0498831371613831,0.05022103729430401,0.05025254564646967,0.04997781965112107,0.0501512099020548,0.048826821722624654,0.05129842862445408,0.0497723624492577,0.04928616706502379,0.05000970493920157,0.05022410195301103,0.04914607210883191,0.05028072791876762,0.050489800027716525,0.05028131765626017,0.04973798746161225,0.04975521928058591,0.049642090116331354,0.0
2020-01-08,0.05071969565193911,0.0504693788925952,0.05028943871667991,0.0504670888048412,0.05038856550694137,0.050456239848817065,0.04912765926799604,0.048588243192169846,0.051143220454911806,0.04999312483042424,0.04903149621253226,0.050106702377341966,0.05004563707991733,0.0487060597613878,0.05092980264707487,0.0503390075542318,0.05012943066580105,0.04957150975595684,0.0492926809190244,0.050205017859415876,0.0
2020-01-09,0.049946038108501546,0.050590858968877835,0.05001056955719066,0.05068418587094965,0.04989469823308289,0.05031543419164669,0.04928343157027879,0.0486651737134395,0.0513773133207652,0.05017874105869221,0.04939905115271012,0.0504534735874894,0.049421595665830854,0.048305409096493945,0.05135293049950448,0.0507508124567758,0.050243455444585465,0.0496508388019929,0.049551996462464484,0.04992399223872743,0.0
2020-01-10,0.04991975288030348,0.0502912168923682,0.05004088514115034,0.05117904549738086,0.0495270500767616,0.05052366203299613,0.04895865644321792,0.04846719872252339,0.051280134919955665,0.05011889695060878,0.04994682825730107,0.05026852313187798,0.050050037834365096,0.048272232112601836,0.0513649627740134,0.05057975726326491,0.050065729686681465,0.0498876094538851,0.049392532869738916,0.049865287059004046,0.0
2020-01-13,0.05035080300238347,0.050335006097766304,0.050716932889758544,0.051114977658761176,0.04927906877409649,0.05024309852480004,0.04855763016834515,0.04790832997160834,0.05165166607677812,0.050559424308653865,0.04992510863704836,0.049794972373681634,0.050189513491763926,0.048223092357206815,0.051427604703421094,0.05067795003158639,0.0500783494550787,0.05029309510078805,0.04901486195768373,0.04965851441879012,0.0
2020-01-14,0.05032264709548232,0.050608550517996384,0.05069534753318297,0.05098857679413272,0.050070783295309604,0.05011286903002941,0.04785938116079225,0.04793060800713463,0.051533225939291515,0.050481418793351954,0.050227304237110464,0.05023090471032704,0.050100164207945434,0.04800419290142422,0.05135813348917032,0.05052555667059186,0.05042945853138463,0.05023076729484226,0.04880817525398502,0.0494819345365151,0.0
2020-01-15,0.04972271094239487,0.05035749280343928,0.05092727782455632,0.05106231321620761,0.04974470876840545,0.05037795755753854,0.04823471055313843,0.047685272979143184,0.05144308003606548,0.05067908937295394,0.05060539900984225,0.05040694508771342,0.0495168775938834,0.048082649104757805,0.051520297103696475,0.05120337482941281,0.05048817199044902,0.05013842201326167,0.048901548256231865,0.04890170095690826,0.0
