session,nav,return,gross_return,cost_usd,terminal_settlement_usd,cost_return,traded_notional_usd,turnover,half_turnover,gross_exposure,net_exposure,cash_weight,rebalance
2020-01-02,99940.03597841298,-0.000599640215870223,0.0,59.96402158704778,0.0,-0.0005996402158704778,99940.03597841298,0.9994003597841298,0.4997001798920649,1.0,1.0,0.0,True
2020-01-03,98055.64546580058,-0.018855211469199662,-0.018855211469199582,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-01-06,97441.30395983791,-0.00626523340950258,-0.0062652334095024175,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-07,98616.6683447454,0.012062280954203253,0.01206228095420314,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-08,99130.49520130665,0.005210344916185994,0.005210344916186168,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-09,99155.12566541725,0.00024846505669695595,0.00024846505669690245,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.0,False
2020-01-10,99326.65619205097,0.0017299209242347402,0.0017299209242349941,0.0,0.0,-0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,False
2020-01-13,98854.44535336549,-0.004754119959222702,-0.00475411995922258,0.0,0.0,-0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,0.0,False
2020-01-14,98607.42871730181,-0.0024987913814162876,-0.002498791381416525,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-15,98605.48421241484,-1.971965918046159e-05,-1.971965918048631e-05,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-16,98716.57124281442,0.0011265806490059482,0.0011265806490060413,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-17,99161.63864383912,0.004508537881952712,0.0045085378819525465,0.0,0.0,-0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,False
2020-01-21,99417.04997003138,0.00257570699400822,0.0025757069940081897,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-22,100064.46789493773,0.006512141781530589,0.006512141781530464,0.0,0.0,-0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,False
2020-01-23,99530.93218757567,-0.005331919697232013,-0.005331919697231876,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-24,100257.67938690036,0.007301722021000101,0.007301722020999949,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-01-27,101266.88548361325,0.010066122644015296,0.010066122644015246,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-01-28,100658.34226663595,-0.006009301205138429,-0.006009301205138489,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-29,100248.773976261,-0.004068895643940196,-0.004068895643940094,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-30,101173.30662643311,0.00922238361130523,0.00922238361130521,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-01-31,101202.07447741232,0.0002843423027125702,0.0002843423027124668,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-02-03,102261.65242016081,0.010469923153452632,0.010492047993483331,2.2390797085967233,0.0,-2.212484003078882e-05,3731.799514327872,0.036491859048143484,0.018245929524071742,1.0,1.0,0.0,True
2020-02-04,101913.38521374713,-0.0034056481405441152,-0.0034056481405440983,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.0,False
2020-02-05,102610.94951693868,0.006844677975601732,0.006844677975601725,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-02-06,102673.64641800956,0.0006110156992606974,0.0006110156992606,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-02-07,102802.85180766018,0.0012584085026510206,0.0012584085026509971,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-02-10,103679.0611806427,0.008523201035530503,0.008523201035530672,0.0,0.0,-0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,False
2020-02-11,103640.76734681039,-0.0003693497355805597,-0.00036934973558078795,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999998,0.9999999999999998,0.0,False
2020-02-12,103210.23953401,-0.004154039224349981,-0.0041540392243499275,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-02-13,103075.13651261356,-0.0013090079240821728,-0.0013090079240823105,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-02-14,103408.95977228164,0.003238639995662096,0.0032386399956619858,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-02-18,102366.74175034056,-0.010078604641572286,-0.010078604641572212,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-02-19,102597.32246719988,0.0022524963959649202,0.0022524963959649033,0.0,0.0,-0.0,0.0,0.0,0.0,0.9999999999999999,0.9999999999999999,0.0,False
2020-02-20,102489.35567243346,-0.001052335403791127,-0.0010523354037910025,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-02-21,103094.17173319102,0.005901257323644549,0.005901257323644548,0.0,0.0,-0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
2020-02-24,101690.13502101814,-0.013618972717551303,-0.013618972717551182,0.0,0.0,-0.0,0.0,0.0,0.0,1.0000000000000002,1.0000000000000002,0.0,False
