session,TEST01,TEST02,TEST03,TEST04,TEST05,TEST06,TEST07,TEST08,TEST09,TEST10,TEST11,TEST12,TEST13,TEST14,TEST15,TEST16,TEST17,TEST18,TEST19,TEST20,TEST_BENCHMARK
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.0,0.10000000000000002,0.0,0.0,0.0,0.0,0.10000000000000002,0.0
2020-01-03,0.0,0.0,0.0,0.0,0.0,0.09853811308806097,0.0,0.0,0.09989449280462578,0.0,0.0,0.0,0.0,0.0,0.09946842219096227,0.0,0.0,0.0,0.0,0.09931393218140873,0.0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.09789216810768514,0.0,0.0,0.10004533786632604,0.0,0.0,0.0,0.0,0.0,0.0986862485960552,0.0,0.0,0.0,0.0,0.09827710108440482,0.0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.09892193294353163,0.0,0.0,0.10153583633540844,0.0,0.0,0.0,0.0,0.0,0.099521484335516,0.0,0.0,0.0,0.0,0.09825741786945541,0.0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.09987691482468317,0.0,0.0,0.10123677643321208,0.0,0.0,0.0,0.0,0.0,0.10081432100888266,0.0,0.0,0.0,0.0,0.0993796269310016,0.0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.09956660783740506,0.0,0.0,0.10166790547138674,0.0,0.0,0.0,0.0,0.0,0.10161965556871894,0.0,0.0,0.0,0.0,0.09879200362214637,0.0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.10006931451190403,0.0,0.0,0.1015676168953584,0.0,0.0,0.0,0.0,0.0,0.10173563055203932,0.0,0.0,0.0,0.0,0.09876530902837129,0.0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.09924064830724234,0.0,0.0,0.10202286439556442,0.0,0.0,0.0,0.0,0.0,0.10158029622987723,0.0,0.0,0.0,0.0,0.0980859721950217,0.0
2020-01-14,0.0,0.0,0.0,0.0,0.0,0.09893162465236437,0.0,0.0,0.10173565921153732,0.0,0.0,0.0,0.0,0.0,0.10138999589410737,0.0,0.0,0.0,0.0,0.09768604890105016,0.0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.09950153662577388,0.0,0.0,0.10160526072350128,0.0,0.0,0.0,0.0,0.0,0.10175777220382967,0.0,0.0,0.0,0.0,0.09658578125699205,0.0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.09955355453381369,0.0,0.0,0.10140158288624539,0.0,0.0,0.0,0.0,0.0,0.10155964862090053,0.0,0.0,0.0,0.0,0.0959481068318301,0.0
2020-01-17,0.0,0.0,0.0,0.0,0.0,0.10014016120403547,0.0,0.0,0.10184947661850552,0.0,0.0,0.0,0.0,0.0,0.10153422727200398,0.0,0.0,0.0,0.0,0.09581432134645494,0.0
2020-01-21,0.0,0.0,0.0,0.0,0.0,0.10068624379487884,0.0,0.0,0.10176637779572173,0.0,0.0,0.0,0.0,0.0,0.1013066566542369,0.0,0.0,0.0,0.0,0.09565917579317257,0.0
2020-01-22,0.0,0.0,0.0,0.0,0.0,0.10103500738327091,0.0,0.0,0.10221814914713948,0.0,0.0,0.0,0.0,0.0,0.1026014920480427,0.0,0.0,0.0,0.0,0.09524471375083922,0.0
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.10133374675937416,0.0,0.0,0.10177498483642351,0.0,0.0,0.0,0.0,0.0,0.10215705343272644,0.0,0.0,0.0,0.0,0.09415590460060988,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.10100033088591534,0.0,0.0,0.10260832321705769,0.0,0.0,0.0,0.0,0.0,0.10324389150978026,0.0,0.0,0.0,0.0,0.09404299810259216,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.1008257097417104,0.0,0.0,0.10417007043607382,0.0,0.0,0.0,0.0,0.0,0.10341241687586078,0.0,0.0,0.0,0.0,0.09521021720206144,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.10055680849859132,0.0,0.0,0.10398013649354576,0.0,0.0,0.0,0.0,0.0,0.10277104200157625,0.0,0.0,0.0,0.0,0.09453563088928466,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.10007387295530351,0.0,0.0,0.10510922122340428,0.0,0.0,0.0,0.0,0.0,0.10257101956723014,0.0,0.0,0.0,0.0,0.09397323331427623,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.10011384930355954,0.0,0.0,0.10636084387106678,0.0,0.0,0.0,0.0,0.0,0.10205649313651412,0.0,0.0,0.0,0.0,0.09529959757987642,0.0
