,largest_name,hhi_invested,effective_names,invested_fraction
2020-01-02,0.10000000000000002,0.25,4.0,0.4000000000000001
2020-01-03,0.09989449280462578,0.25000609962750997,3.9999024083409314,0.39721496026505776
2020-01-06,0.10004533786632604,0.25001692255244473,3.999729257487502,0.3949008556544712
2020-01-07,0.10153583633540844,0.25003789120994346,3.9993938325145826,0.3982366714839115
2020-01-08,0.10123677643321208,0.25001344487166166,3.999784893621724,0.4013076391977795
2020-01-09,0.10166790547138674,0.25003951661156754,3.9993678341391306,0.40164617249965706
2020-01-10,0.10173563055203932,0.25003621484807925,3.999420646355549,0.402137870987673
2020-01-13,0.10202286439556442,0.2500660258872136,3.998943864733654,0.40092978112770566
2020-01-14,0.10173565921153732,0.25007149126317835,3.9988564667996784,0.3997433286590592
2020-01-15,0.10175777220382967,0.25010965397349794,3.9982463056222604,0.39945035081009683
2020-01-16,0.10155964862090053,0.2501286330621518,3.997942929434715,0.3984628928727897
2020-01-17,0.10184947661850552,0.25014550903055405,3.997673209787088,0.39933818644099994
2020-01-21,0.10176637779572173,0.2501507917588565,3.9975887862229613,0.39941845403801
2020-01-22,0.1026014920480427,0.25021798627841996,3.9965152580489973,0.4010993623292923
2020-01-23,0.10215705343272644,0.2502736166762205,3.9956269193716176,0.39942168962913394
2020-01-24,0.10324389150978026,0.2503335809959956,3.9946698162560788,0.4008955437153454
2020-01-27,0.10417007043607382,0.2503031448119709,3.995155557279176,0.40361841425570644
2020-01-28,0.10398013649354576,0.2503272253686942,3.99477123803514,0.40184361788299794
2020-01-29,0.10510922122340428,0.25042318544920206,3.993240474943357,0.4017273470602142
2020-01-30,0.10636084387106678,0.2503870970519345,3.9938160223670915,0.4038307838910169
2020-01-31,0.10770065354139584,0.2505380175002251,3.9914102058347356,0.4046564228710858
2020-02-03,0.10000000000000002,0.25,4.0,0.4000000000000001
2020-02-04,0.10069888697644472,0.2500162088887221,3.9997406745939528,0.3993740259207067
2020-02-05,0.10218570167168253,0.2500459071939563,3.9992656197500454,0.4013645114913086
2020-02-06,0.10131330999326481,0.25003439754996587,3.999449714914381,0.4014701714950494
2020-02-07,0.10202935141527734,0.2500597292758767,3.999044559856964,0.4015095521172811
2020-02-10,0.10230567885408293,0.250104487205346,3.998328903147424,0.4022885092227585
2020-02-11,0.10210712701025229,0.25008073272570075,3.9987086933915967,0.402463017704912
2020-02-12,0.10269433802270127,0.25015345348545814,3.9975462503783974,0.40068050676612194
2020-02-13,0.10219712949651762,0.25012829793118896,3.997948286023611,0.400563706245498
2020-02-14,0.10193305583438947,0.25006530066923927,3.99895546212826,0.4017364719065135
2020-02-18,0.10109658622130854,0.25005832689782936,3.9990669873136726,0.3986478078096184
2020-02-19,0.10064054988847485,0.25002852653970514,3.9995436274396376,0.39808087672732945
2020-02-20,0.10072399202513067,0.25004825085790594,3.9992281352460513,0.3981641746557149
2020-02-21,0.10107282150283947,0.2500334339858538,3.9994651277579827,0.4000871254377143
2020-02-24,0.10099685440764443,0.25008505967222483,3.9986395081363706,0.3969517411419313
2020-02-25,0.10058582759517905,0.25008351593107814,3.998664191347963,0.39516826461359905
2020-02-26,0.10017772948962718,0.25006200827255115,3.9990081136598157,0.39357463180273367
2020-02-27,0.10001246736004535,0.2500580703317838,3.9990710904598004,0.39225269236979465
2020-02-28,0.10062219017233305,0.25011030422375863,3.9982359107658363,0.39309306311607006
2020-03-02,0.1,0.25,4.0,0.4
2020-03-03,0.10091442079756498,0.25001425072314964,3.9997720014261837,0.4002394079298929
2020-03-04,0.10041058388532369,0.2500086930076411,3.9998609167139505,0.3986336052969753
2020-03-05,0.10090240655151077,0.2500273799816686,3.999561968266506,0.3982468937078134
2020-03-06,0.10049410306818726,0.25001422943224927,3.9997723420417857,0.3978446854949266
2020-03-09,0.10127219439674776,0.2500332731909142,3.9994676997906793,0.3993198134376953
2020-03-10,0.10186597780850462,0.2500867596611841,3.9986123269972125,0.4011590771780146
2020-03-11,0.10274063399643008,0.2501153635034,3.9981550353119597,0.40218782108972473
2020-03-12,0.10251479868244662,0.2500880312131095,3.9985919963833134,0.4023005352872366
2020-03-13,0.10277720289149951,0.25009745369449715,3.9984413484734445,0.4027026111819224
2020-03-16,0.10331999959688917,0.2500944459505256,3.9984894354584064,0.40655784419694385
2020-03-17,0.1033772094256398,0.2500941129338723,3.9984947597083633,0.407014230880719
2020-03-18,0.1040074680565267,0.2501055903225995,3.998311268093395,0.40656555772106606
2020-03-19,0.10444605699751265,0.2500985113211458,3.9984244397037725,0.40705078298444447
2020-03-20,0.10434106478853356,0.25010589207421985,3.99830644414905,0.4053757489942387
2020-03-23,0.10547160970969777,0.25017830036617345,3.9971492273164784,0.4043389720156837
2020-03-24,0.10560172128244699,0.2501821388271883,3.997087900390617,0.40460778369706485
2020-03-25,0.10526095382642624,0.25015695006970506,3.9974903744283528,0.4048920917243241
2020-03-26,0.10499837978784125,0.2501636311178978,3.9973836146019055,0.4052528881706705
2020-03-27,0.10583195293097514,0.25022891972929384,3.996340635134556,0.4059341436572713
2020-03-30,0.10497802506752135,0.2502177263530203,3.996519409616677,0.40493592521138916
2020-03-31,0.1050855942251073,0.2502637123584945,3.9957850484033943,0.4056799545854109
2020-04-01,0.10000000000000003,0.25,4.0,0.40000000000000013
2020-04-02,0.10104026567008666,0.2500150303455333,3.9997595289289203,0.40056080107873604
2020-04-03,0.10114322190364532,0.2500337619983482,3.9994598809684203,0.40035851744341033
2020-04-06,0.10135710482370908,0.2500241411445823,3.9996137789819524,0.4012855359231804
2020-04-07,0.10304452382225204,0.250111185577085,3.998221821597807,0.4008518462295258
2020-04-08,0.10213164944402683,0.2501064040762966,3.9982982590679423,0.39950779733494285
2020-04-09,0.10269370529574251,0.2501354205242924,3.997834444653883,0.3993328287315494
2020-04-13,0.10252708935116579,0.25011480709659817,3.9981639296300626,0.39964009198100314
2020-04-14,0.10255240509513344,0.25014445610863123,3.997690037014956,0.3990462921491513
2020-04-15,0.10330132940683086,0.2501852001514621,3.9970389910937976,0.399419963726529
2020-04-16,0.10227735530971187,0.25018335352357474,3.9970684936308927,0.39728535722159336
2020-04-17,0.10157315443431547,0.2501493513337908,3.997611805379555,0.39701832683205707
2020-04-20,0.10304690635596313,0.25016882423864645,3.9973006350545837,0.399107232638961
2020-04-21,0.103383455485046,0.2501847415956536,3.997046317141879,0.39759210458778815
2020-04-22,0.10308430163457254,0.2501416263166808,3.997735261919158,0.39772872535345466
2020-04-23,0.10134440340792776,0.250094842573864,3.9984830942871445,0.3933996457140399
2020-04-24,0.10067686659488821,0.2500701735584975,3.9988775381326143,0.3920317716477233
2020-04-27,0.1007993189874576,0.2500949974082313,3.9984806188173967,0.39114571251228947
2020-04-28,0.1010718217458614,0.250112740556512,3.9981969641968473,0.3908459992169233
2020-04-29,0.10074529508866154,0.25009263225664535,3.9985184328573053,0.3906509750722962
2020-04-30,0.10103432994210794,0.25008122382262804,3.998700840928615,0.39225600917396286
2020-05-01,0.10000000000000002,0.25,4.0,0.4000000000000001
2020-05-04,0.10045650031838763,0.2500099302172687,3.99984112283444,0.3979790029207696
2020-05-05,0.10088464455944457,0.2500218116412044,3.9996510441859257,0.39775251580721405
2020-05-06,0.10243386216074521,0.2500705808716044,3.9988710247905472,0.3989831520829762
2020-05-07,0.10179223138796722,0.2500742066223314,3.9988130463619793,0.39715921705385715
2020-05-08,0.10172372723325111,0.250070400276733,3.998873912679708,0.39650661597692727
2020-05-11,0.10252896290148607,0.2500644761524829,3.9989686475508246,0.3996503177752425
2020-05-12,0.10265759459753732,0.25009687334161285,3.9984506269059907,0.3977284551077511
2020-05-13,0.10284244163900408,0.25013921514666343,3.9977737973379055,0.3958625403893188
2020-05-14,0.10294111355742867,0.25018287856324833,3.997076081875809,0.3952741352296195
2020-05-15,0.10297796748974443,0.25022975022864125,3.996327371490699,0.39434195698811636
2020-05-18,0.10314817230951646,0.25021790126666105,3.996516615868681,0.3959994433306195
2020-05-19,0.10334123802519524,0.25021304139141043,3.9965942400088226,0.39747652074997014
2020-05-20,0.10400606092507154,0.2503277012335016,3.994763644105117,0.3962626527104074
2020-05-21,0.10404453779698308,0.25026090102007886,3.9958299355749873,0.39681938525872523
2020-05-22,0.10371270733159754,0.25027385173483163,3.9956231666563107,0.3953080737466349
2020-05-26,0.10402478352742979,0.2502821437166523,3.9954907895151845,0.39599786351510247
2020-05-27,0.103927837817934,0.25029425928238325,3.9952973866324077,0.39614779923260895
2020-05-28,0.10230549206564278,0.25016392980939955,3.997378841793468,0.394485783948224
2020-05-29,0.1024388969013986,0.25015298842266015,3.9975536822706004,0.3950210489312742
2020-06-01,0.1,0.25,4.0,0.4
2020-06-02,0.10087446297462896,0.2500051644315188,3.9999173708026303,0.4007928654824358
2020-06-03,0.1002037867288724,0.25000341273575805,3.999945396973254,0.39917484468025954
2020-06-04,0.10025493440650282,0.2500126907278964,3.9997969586606272,0.3981047204441847
2020-06-05,0.10030822901385018,0.2500429057664562,3.999313625534391,0.39573974143361146
2020-06-08,0.10033875307287358,0.2500352077557009,3.9994367552311227,0.39460422133168305
2020-06-09,0.10031249443713663,0.250059619334084,3.9990463180861786,0.3911188629463889
2020-06-10,0.0998124793574514,0.25003506844876777,3.999438983515627,0.39171235511467184
2020-06-11,0.09925616737862394,0.2500311913525687,3.999501000616764,0.3908173451735709
2020-06-12,0.098626129832552,0.2500346214162631,3.999446134042286,0.3876613770098429
2020-06-15,0.09908165908912545,0.25004260519424215,3.9993184330452958,0.3901619407355478
2020-06-16,0.09938922167517748,0.250033856083393,3.999458376014779,0.3898557312623276
2020-06-17,0.09976421679819482,0.25007145622335364,3.9988570271164443,0.3892808557465911
2020-06-18,0.09986045815324153,0.25007616125257365,3.9987817910800905,0.3901865269578552
2020-06-19,0.09966548334076908,0.2501731711059778,3.997231180222687,0.3890422061890965
2020-06-22,0.10010844619698732,0.25019084324181196,3.9969488373061277,0.3891732737193656
2020-06-23,0.10070463388207145,0.2501911433368775,3.9969440431131473,0.39018345469964805
2020-06-24,0.09951981155943124,0.2501454879442551,3.9976735467755065,0.38912004810736966
2020-06-25,0.09970451975641,0.2501142998212088,3.998172038603302,0.3910116730387993
2020-06-26,0.09911785300026875,0.25007956707471957,3.9987273318544125,0.38935869229923026
2020-06-29,0.09962936333936653,0.25016199801493005,3.9974097102483106,0.3887844271304288
2020-06-30,0.10140553020320678,0.2502365292752906,3.996219108761209,0.3905086829637513
2020-07-01,0.1,0.25,4.0,0.4
2020-07-02,0.09950266428941454,0.2500064165442256,3.999897337927333,0.3962128914615439
2020-07-06,0.10118447464174114,0.2500674591488036,3.998920944787727,0.3972151191312791
2020-07-07,0.1029063107087646,0.25008671701689844,3.998613008832571,0.40040847099548504
2020-07-08,0.10289044628956974,0.2500978960114455,3.998434276929047,0.4003586810042423
2020-07-09,0.10358248092115871,0.25015911983910427,3.997455701967506,0.39889623283441455
2020-07-10,0.10298468363425613,0.2501181868084865,3.9981099046015873,0.39873907948406695
2020-07-13,0.10209096649014125,0.2500963862093851,3.9984584149999765,0.3980603445800442
2020-07-14,0.10215154515722775,0.2501074850535133,3.9982809782203788,0.397079481208699
2020-07-15,0.10168331083098903,0.25011921498546535,3.9980934693806347,0.39454742453132574
2020-07-16,0.10031570398152577,0.2500620402242691,3.9990076026859023,0.39426672123311285
2020-07-17,0.10043294662841763,0.250060038838846,3.999039609221453,0.39552017248362115
2020-07-20,0.09970502877298541,0.25005553978931516,3.9991115607458734,0.39385757585579984
2020-07-21,0.09979514152815816,0.25004993765922606,3.9992011570217767,0.39511969077962594
2020-07-22,0.1002271278075851,0.2500378154156492,3.999395044856134,0.3966854835898109
2020-07-23,0.10042383182163046,0.25005022663129606,3.99919653532056,0.39586272889381724
2020-07-24,0.10061744589999182,0.250090127630799,3.9985584775912133,0.3949882161865651
2020-07-27,0.1013260146282703,0.250152655465682,3.9975590030751773,0.39484289819950086
2020-07-28,0.10154175999507582,0.2500985774380423,3.9984233826669127,0.3964809118089853
2020-07-29,0.10111071041854151,0.2501136296782276,3.9981827511219796,0.39560082882790953
2020-07-30,0.10158446777516453,0.2501252645733949,3.9979967705604063,0.3955086037699667
2020-07-31,0.10116255350199024,0.2501084836905856,3.9982650138214457,0.3947750226227267
2020-08-03,0.1,0.25,4.0,0.4
2020-08-04,0.10071418578493715,0.2500153935549763,3.9997537182849836,0.3997052959999419
2020-08-05,0.10159450274953591,0.25001376531872344,3.9997797670267334,0.40269468145015463
2020-08-06,0.10126043613912909,0.25002850275287913,3.9995440079420495,0.40030024862214075
2020-08-07,0.10171167830137645,0.25003708522437196,3.999406724417081,0.4013436531189274
2020-08-10,0.10233546673125185,0.25003044612479125,3.9995129213219727,0.4039286932083721
2020-08-11,0.10297278903714732,0.25005882453712114,3.9990590288148393,0.40325442169567927
2020-08-12,0.10311064601942929,0.2500901609728263,3.9985579445032844,0.40254026034830503
2020-08-13,0.10338189688728064,0.2500627156563579,3.9989968011633676,0.40486577642458454
2020-08-14,0.10313455173564126,0.2500449119017078,3.999281538642539,0.40546849164601884
2020-08-17,0.10277279936051859,0.2500616788062632,3.9990133825133443,0.40257070187910243
