session,Test industry 1,Test industry 2,Test industry 3,Test industry 4,Unknown
2020-01-02,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.0
2020-01-03,0.09989449280462578,0.09853811308806097,0.09946842219096227,0.09931393218140873,0.0
2020-01-06,0.10004533786632604,0.09789216810768514,0.0986862485960552,0.09827710108440482,0.0
2020-01-07,0.10153583633540844,0.09892193294353163,0.099521484335516,0.09825741786945541,0.0
2020-01-08,0.10123677643321208,0.09987691482468317,0.10081432100888266,0.0993796269310016,0.0
2020-01-09,0.10166790547138674,0.09956660783740506,0.10161965556871894,0.09879200362214637,0.0
2020-01-10,0.1015676168953584,0.10006931451190403,0.10173563055203932,0.09876530902837129,0.0
2020-01-13,0.10202286439556442,0.09924064830724234,0.10158029622987723,0.0980859721950217,0.0
2020-01-14,0.10173565921153732,0.09893162465236437,0.10138999589410737,0.09768604890105016,0.0
2020-01-15,0.10160526072350128,0.09950153662577388,0.10175777220382967,0.09658578125699205,0.0
2020-01-16,0.10140158288624539,0.09955355453381369,0.10155964862090053,0.0959481068318301,0.0
2020-01-17,0.10184947661850552,0.10014016120403547,0.10153422727200398,0.09581432134645494,0.0
2020-01-21,0.10176637779572173,0.10068624379487884,0.1013066566542369,0.09565917579317257,0.0
2020-01-22,0.10221814914713948,0.10103500738327091,0.1026014920480427,0.09524471375083922,0.0
2020-01-23,0.10177498483642351,0.10133374675937416,0.10215705343272644,0.09415590460060988,0.0
2020-01-24,0.10260832321705769,0.10100033088591534,0.10324389150978026,0.09404299810259216,0.0
2020-01-27,0.10417007043607382,0.1008257097417104,0.10341241687586078,0.09521021720206144,0.0
2020-01-28,0.10398013649354576,0.10055680849859132,0.10277104200157625,0.09453563088928466,0.0
2020-01-29,0.10510922122340428,0.10007387295530351,0.10257101956723014,0.09397323331427623,0.0
2020-01-30,0.10636084387106678,0.10011384930355954,0.10205649313651412,0.09529959757987642,0.0
2020-01-31,0.10770065354139584,0.10004723063067857,0.10229082779276405,0.09461771090624732,0.0
2020-02-03,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.10000000000000002,0.0
2020-02-04,0.09870252661195288,0.10069888697644472,0.09948082762169988,0.10049178471060925,0.0
2020-02-05,0.0987010762584139,0.10218570167168253,0.0994381755908053,0.10103955797040688,0.0
2020-02-06,0.09834935105101028,0.10131330999326481,0.10087620953890614,0.10093130091186815,0.0
2020-02-07,0.09783935503871276,0.10063904249918683,0.1010018031641042,0.10202935141527734,0.0
2020-02-10,0.09707650325767121,0.10119552249993344,0.10171080461107089,0.10230567885408293,0.0
2020-02-11,0.09755782003352097,0.101028502001981,0.10210712701025229,0.10176956865915775,0.0
2020-02-12,0.09606942237455302,0.10063737019591261,0.10127937617295499,0.10269433802270127,0.0
2020-02-13,0.09648164493951258,0.10002531692600454,0.10185961488346325,0.10219712949651762,0.0
2020-02-14,0.09802008140497513,0.09988025047961377,0.10190308418753516,0.10193305583438947,0.0
2020-02-18,0.09713577140318093,0.0998658079501406,0.10054964223498832,0.10109658622130854,0.0
2020-02-19,0.09784841898278827,0.09939693102032036,0.10064054988847485,0.10019497683574598,0.0
2020-02-20,0.0972769701744991,0.10072399202513067,0.09956217172682354,0.10060104072926163,0.0
2020-02-21,0.09816100083975829,0.10107282150283947,0.09994877128692706,0.10090453180818951,0.0
2020-02-24,0.09653638158820668,0.10099685440764443,0.0985764591293185,0.10084204601676172,0.0
2020-02-25,0.09631624825802315,0.10044873535325492,0.0978174534071419,0.10058582759517905,0.0
2020-02-26,0.09642604381043135,0.10017772948962718,0.09735984445851936,0.09961101404415577,0.0
2020-02-27,0.09616620517044784,0.10001246736004535,0.09716087549214332,0.09891314434715817,0.0
2020-02-28,0.09508168818297966,0.10062219017233305,0.09799252367511949,0.0993966610856378,0.0
2020-03-02,0.1,0.2,0.1,0.0,0.0
2020-03-03,0.09892193850746596,0.20144576996894925,0.09987169945347768,0.0,0.0
2020-03-04,0.09916345442023153,0.19905956699142005,0.10041058388532369,0.0,0.0
2020-03-05,0.09975535728622192,0.19888134547352573,0.0996101909480657,0.0,0.0
2020-03-06,0.09935248534476794,0.19888226513189666,0.09960993501826199,0.0,0.0
2020-03-09,0.10127219439674776,0.1979922757194805,0.10005534332146704,0.0,0.0
2020-03-10,0.10186597780850462,0.1984973080319245,0.1007957913375855,0.0,0.0
2020-03-11,0.10177688771852367,0.19977646275427197,0.10063447061692907,0.0,0.0
2020-03-12,0.10251479868244662,0.19905564011886592,0.10073009648592408,0.0,0.0
2020-03-13,0.10277720289149951,0.19929064907149224,0.10063475921893068,0.0,0.0
2020-03-16,0.10331999959688917,0.20109859706439037,0.10213924753566425,0.0,0.0
2020-03-17,0.1033772094256398,0.20141325837688367,0.10222376307819551,0.0,0.0
2020-03-18,0.10297402158917729,0.2025268781388064,0.10106465799308233,0.0,0.0
2020-03-19,0.10261979579825668,0.20340898504502547,0.10102200214116229,0.0,0.0
2020-03-20,0.10196146741350044,0.20301043641537858,0.10040384516535972,0.0,0.0
2020-03-23,0.10008242527396567,0.20360441529066847,0.10065213145104959,0.0,0.0
2020-03-24,0.10034828955721453,0.20376355407630356,0.10049594006354678,0.0,0.0
2020-03-25,0.09987420110308053,0.20372694945376182,0.10129094116748179,0.0,0.0
2020-03-26,0.10010977365118862,0.2029773042496237,0.10216581026985813,0.0,0.0
2020-03-27,0.09950197053326902,0.20367384754818374,0.10275832557581853,0.0,0.0
2020-03-30,0.09874287489343947,0.20287510737990605,0.10331794293804364,0.0,0.0
2020-03-31,0.09840966054840926,0.20296178564709755,0.10430850838990406,0.0,0.0
2020-04-01,0.20000000000000007,0.0,0.10000000000000003,0.10000000000000003,0.0
2020-04-02,0.20169999624116386,0.0,0.09902794260576821,0.09983286223180397,0.0
2020-04-03,0.20149760412040485,0.0,0.09813383819960124,0.10072707512340424,0.0
2020-04-06,0.20113392762893229,0.0,0.09879450347053902,0.10135710482370908,0.0
2020-04-07,0.20036553240086027,0.0,0.09744179000641345,0.10304452382225204,0.0
2020-04-08,0.20050802108630794,0.0,0.0968681268046081,0.10213164944402683,0.0
2020-04-09,0.1999498136641175,0.0,0.0966893097716894,0.10269370529574251,0.0
2020-04-13,0.19949329137698418,0.0,0.0976197112528532,0.10252708935116579,0.0
2020-04-14,0.20017318237213622,0.0,0.09715402668759239,0.10171908308942278,0.0
2020-04-15,0.19916206531445466,0.0,0.09695656900524348,0.10330132940683086,0.0
2020-04-16,0.19759297375730764,0.0,0.09741502815457385,0.10227735530971187,0.0
2020-04-17,0.19738280391372431,0.0,0.09813496508212372,0.10150055783620902,0.0
2020-04-20,0.19942684292899798,0.0,0.09831521590590722,0.10136517380405573,0.0
2020-04-21,0.19943643770150762,0.0,0.0980965477977927,0.10005911908848782,0.0
2020-04-22,0.19966404491037126,0.0,0.09848031120557585,0.09958436923750756,0.0
2020-04-23,0.19741557723986192,0.0,0.09762984056233216,0.09835422791184582,0.0
2020-04-24,0.19705733202854947,0.0,0.09700206207820813,0.09797237754096567,0.0
2020-04-27,0.1966093565050535,0.0,0.09797998131679063,0.09655637469044533,0.0
2020-04-28,0.19651971991452336,0.0,0.09748349950690344,0.09684277979549656,0.0
2020-04-29,0.19704234004590032,0.0,0.09760911355582776,0.09599952147056812,0.0
2020-04-30,0.19774103527681228,0.0,0.09777297213577324,0.09674200176137733,0.0
2020-05-01,0.20000000000000004,0.0,0.10000000000000002,0.10000000000000002,0.0
2020-05-04,0.1980388374256592,0.0,0.09948366517672282,0.10045650031838763,0.0
2020-05-05,0.1974617080161751,0.0,0.09940616323159437,0.10088464455944457,0.0
2020-05-06,0.19703212292690936,0.0,0.09951716699532162,0.10243386216074521,0.0
2020-05-07,0.19608303960713758,0.0,0.09928394605875239,0.10179223138796722,0.0
2020-05-08,0.19614919164314387,0.0,0.09863369710053226,0.10172372723325111,0.0
2020-05-11,0.19770779230652527,0.0,0.09941356256723115,0.10252896290148607,0.0
2020-05-12,0.19663258870024958,0.0,0.09843827180996426,0.10265759459753732,0.0
2020-05-13,0.1944795250068601,0.0,0.09854057374345461,0.10284244163900408,0.0
2020-05-14,0.19358504921795613,0.0,0.0987479724542347,0.10294111355742867,0.0
2020-05-15,0.19266973292131234,0.0,0.09869425657705963,0.10297796748974443,0.0
2020-05-18,0.1933859214274699,0.0,0.09946534959363311,0.10314817230951646,0.0
2020-05-19,0.1936870926914307,0.0,0.10044819003334422,0.10334123802519524,0.0
2020-05-20,0.19170218878878326,0.0,0.1005544029965526,0.10400606092507154,0.0
2020-05-21,0.19293450080173472,0.0,0.09984034666000746,0.10404453779698308,0.0
2020-05-22,0.19224220732454664,0.0,0.0993531590904907,0.10371270733159754,0.0
2020-05-26,0.1923500609160361,0.0,0.09962301907163665,0.10402478352742979,0.0
2020-05-27,0.19251602059016443,0.0,0.09970394082451058,0.103927837817934,0.0
2020-05-28,0.19291334141821154,0.0,0.0992669504643696,0.10230549206564278,0.0
2020-05-29,0.19348180443339194,0.0,0.09910034759648365,0.1024388969013986,0.0
2020-06-01,0.1,0.0,0.2,0.1,0.0
2020-06-02,0.09989001755859334,0.0,0.2000283849492135,0.10087446297462896,0.0
2020-06-03,0.09939096939542887,0.0,0.2003204786933098,0.09946339659152091,0.0
2020-06-04,0.09835120779926747,0.0,0.20001203544758492,0.09974147719733234,0.0
2020-06-05,0.09680636690123456,0.0,0.19952723232583297,0.09940614220654392,0.0
2020-06-08,0.09710888533464145,0.0,0.19856698294521283,0.09892835305182873,0.0
2020-06-09,0.09702904749745607,0.0,0.19667495330716359,0.09741486214176925,0.0
2020-06-10,0.09793747963170728,0.0,0.19665833987194678,0.09711653561101777,0.0
2020-06-11,0.098198901122206,0.0,0.1960307636114864,0.0965876804398785,0.0
2020-06-12,0.09690897675850778,0.0,0.1953309832776896,0.09542141697364545,0.0
2020-06-15,0.09776600294527037,0.0,0.19685659936005273,0.09553933843022462,0.0
2020-06-16,0.09714254096217516,0.0,0.19620841358471547,0.09650477671543696,0.0
2020-06-17,0.09749720231658239,0.0,0.19494051625485914,0.09684313717514959,0.0
2020-06-18,0.09784615833112015,0.0,0.1949306069685192,0.09740976165821591,0.0
2020-06-19,0.09966176047647597,0.0,0.19327574442217288,0.09610470129044768,0.0
2020-06-22,0.09925699992629,0.0,0.19332345138791918,0.09659282240515647,0.0
2020-06-23,0.09920112834129478,0.0,0.19429508363598186,0.09668724272237142,0.0
2020-06-24,0.09914982851144893,0.0,0.19315259855120676,0.09681762104471399,0.0
2020-06-25,0.09894617108547808,0.0,0.19397481985869466,0.09809068209462653,0.0
2020-06-26,0.09823623488388669,0.0,0.19361690620179675,0.09750555121354683,0.0
2020-06-29,0.09962936333936653,0.0,0.1937365653284422,0.09541849846262009,0.0
2020-06-30,0.09969216536510901,0.0,0.19563278974077808,0.09518372785786418,0.0
2020-07-01,0.1,0.0,0.1,0.2,0.0
2020-07-02,0.09920500291963057,0.0,0.09820419140618225,0.1988036971357311,0.0
2020-07-06,0.10007817490321717,0.0,0.09675512012127072,0.20038182410679117,0.0
2020-07-07,0.10050238156900174,0.0,0.0978895233326948,0.20201656609378854,0.0
2020-07-08,0.10096402220097002,0.0,0.09784630793148258,0.2015483508717897,0.0
2020-07-09,0.10023133424942895,0.0,0.09810885550752341,0.20055604307746222,0.0
2020-07-10,0.10010785046898975,0.0,0.0984525923167663,0.2001786366983109,0.0
2020-07-13,0.10046227329692625,0.0,0.09862941367477325,0.1989686576083447,0.0
2020-07-14,0.09993178180743062,0.0,0.09847958532269799,0.19866811407857043,0.0
2020-07-15,0.09932534515909089,0.0,0.09772544738604619,0.19749663198618866,0.0
2020-07-16,0.09968900622142313,0.0,0.09790653648364571,0.19667117852804403,0.0
2020-07-17,0.10043294662841763,0.0,0.09865441868264321,0.19643280717256034,0.0
2020-07-20,0.09970502877298541,0.0,0.09842935152573555,0.19572319555707884,0.0
2020-07-21,0.09967659718170019,0.0,0.09926166227307952,0.19618143132484622,0.0
2020-07-22,0.09910452883546836,0.0,0.1002271278075851,0.19735382694675752,0.0
2020-07-23,0.09886389529272246,0.0,0.0998390258028656,0.19715980779822917,0.0
2020-07-24,0.0976864652621792,0.0,0.10061744589999182,0.1966843050243941,0.0
2020-07-27,0.09668392661646406,0.0,0.1013260146282703,0.1968329569547665,0.0
2020-07-28,0.09701144682968676,0.0,0.10154175999507582,0.19792770498422274,0.0
2020-07-29,0.09847858762194654,0.0,0.10111071041854151,0.19601153078742145,0.0
2020-07-30,0.09872854356768164,0.0,0.10158446777516453,0.1951955924271206,0.0
2020-07-31,0.09887283911597433,0.0,0.10116255350199024,0.19473963000476213,0.0
2020-08-03,0.1,0.0,0.2,0.1,0.0
2020-08-04,0.1002766738790662,0.0,0.19871443633593858,0.10071418578493715,0.0
2020-08-05,0.10062822040428052,0.0,0.20112370035887225,0.10094276068700182,0.0
2020-08-06,0.10010854045998535,0.0,0.19962646844200316,0.10056523972015224,0.0
2020-08-07,0.09961109329335543,0.0,0.2004291363744316,0.10130342345114034,0.0
2020-08-10,0.10071430116867026,0.0,0.20087892530844992,0.10233546673125185,0.0
2020-08-11,0.10038471024429058,0.0,0.19989692241424137,0.10297278903714732,0.0
2020-08-12,0.09939267613989422,0.0,0.2000369381889815,0.10311064601942929,0.0
2020-08-13,0.09991559875208791,0.0,0.20156828078521602,0.10338189688728064,0.0
2020-08-14,0.10048665729546319,0.0,0.2018472826149144,0.10313455173564126,0.0
2020-08-17,0.10014086178626455,0.0,0.19965704073231932,0.10277279936051859,0.0
2020-08-18,0.09966850471271269,0.0,0.1996205983522662,0.10232711460990294,0.0
2020-08-19,0.09878753030932855,0.0,0.19817578536244196,0.10280766749894903,0.0
2020-08-20,0.09804665571860066,0.0,0.19843422445087933,0.10284608047244431,0.0
2020-08-21,0.09889186013412388,0.0,0.1988267538687103,0.10260676362568961,0.0
2020-08-24,0.09830290683904472,0.0,0.19847335998200583,0.1011306874070332,0.0
2020-08-25,0.09673880392179224,0.0,0.1974675705586048,0.10076009790624385,0.0
2020-08-26,0.09723395635433392,0.0,0.19828803014856533,0.09967017287546814,0.0
2020-08-27,0.09722495774639872,0.0,0.19775557741346445,0.09915585688091326,0.0
2020-08-28,0.09603534072013478,0.0,0.1970539645572056,0.09786293058202714,0.0
2020-08-31,0.09564793726492109,0.0,0.19779135097871475,0.09836252865702645,0.0
2020-09-01,0.1,0.0,0.2,0.1,0.0
